,map_pf_incidence_rate.2012.min,map_pf_incidence_rate.2013.min,map_pf_incidence_rate.2014.min,map_pf_incidence_rate.2015.min,map_pf_incidence_rate.2016.min,map_pf_incidence_rate.2017.min,map_pf_incidence_rate.2018.min,map_pf_incidence_rate.2019.min,id
319,9.26e-06,0.0,7.96e-06,2.59e-07,9.17e-09,9.17e-09,0,2.78e-08,319
320,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,320
321,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,321
322,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,322
323,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,323
324,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,324
325,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,325
326,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,326
327,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,327
328,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,328
329,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,329
330,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,330
331,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,331
332,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,332
333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,333
334,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,334
335,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,335
336,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,336
337,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,337
338,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,338
